"","PRIM_STATE","AREA_TYPE","NAICS","NAICS_TITLE","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE"
"7356","SC","2","000000","Cross-industry","21-1021","Child, Family, and School Social Workers","detailed",4190,3.8,20.97,43610,2
"7357","SD","2","000000","Cross-industry","21-1021","Child, Family, and School Social Workers","detailed",1680,4,20.16,41940,0.9
"7358","TN","2","000000","Cross-industry","21-1021","Child, Family, and School Social Workers","detailed",6000,6.1,21.2,44090,0.9
"7359","TX","2","000000","Cross-industry","21-1021","Child, Family, and School Social Workers","detailed",20470,4.2,24.23,50390,1.1
"7360","UT","2","000000","Cross-industry","21-1021","Child, Family, and School Social Workers","detailed",1500,13.2,23.29,48450,3.5
"7361","VT","2","000000","Cross-industry","21-1021","Child, Family, and School Social Workers","detailed",1150,11,25.98,54030,3
"7362","VA","2","000000","Cross-industry","21-1021","Child, Family, and School Social Workers","detailed",8940,5.4,27.21,56590,2.1
"7363","WA","2","000000","Cross-industry","21-1021","Child, Family, and School Social Workers","detailed",8060,3.6,28.05,58340,2.4
"7364","WV","2","000000","Cross-industry","21-1021","Child, Family, and School Social Workers","detailed",2020,4.9,18.79,39080,2.2
"7365","WI","2","000000","Cross-industry","21-1021","Child, Family, and School Social Workers","detailed",3940,8,22.76,47330,1.8
"7366","WY","2","000000","Cross-industry","21-1021","Child, Family, and School Social Workers","detailed",590,7.8,23.41,48700,3
"7367","AL","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",2360,5.2,23.23,48310,1.4
"7368","AK","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",310,14.6,30,62390,1.7
"7369","AZ","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",3470,9,29.26,60860,2.3
"7370","AR","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",1320,4.4,25.66,53370,2
"7371","CA","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",17140,5.7,39.91,83000,2.5
"7372","CO","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",3100,5.1,27.89,58010,1.8
"7373","CT","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",2080,7.9,34.54,71850,2.1
"7374","DE","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",610,8.7,25.46,52950,4.1
"7375","DC","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",400,4.8,36.59,76100,2.1
"7376","FL","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",10200,8.3,26.08,54250,1.3
"7377","GA","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",3610,5.8,24.87,51730,2.7
"7378","HI","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",630,14,35.29,73410,2
"7379","ID","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",640,9.6,27.7,57620,2.1
"7380","IL","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",4770,6,27.23,56640,1.7
"7381","IN","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",4090,38,26.83,55810,1.7
"7382","IA","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",1220,7.3,25.89,53850,1.5
"7383","KS","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",1600,11.9,27.67,57550,1.9
"7384","KY","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",2160,10.4,25.15,52310,1.5
"7385","LA","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",1790,6.1,26.66,55450,1.4
"7386","ME","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",620,10.4,27.3,56790,1.8
"7387","MD","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",3460,7.5,28.92,60150,1.2
"7388","MA","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",10540,4.3,30.12,62640,1.7
"7389","MI","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",5500,5.3,27.86,57950,1.7
"7390","MN","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",4340,7.9,27.87,57960,3.5
"7391","MS","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",1430,8.9,23.2,48260,2.1
"7392","MO","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",6090,5.5,23.58,49050,1.5
"7393","MT","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",610,8.3,24.95,51900,2.4
"7394","NE","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",780,6.4,24.3,50550,1.9
"7395","NV","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",1120,7.4,31.79,66120,3.2
"7396","NH","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",600,6,31.74,66010,1.5
"7397","NJ","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",3260,6.2,31.07,64630,1.6
"7398","NM","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",1220,6.7,28.2,58650,2
"7399","NY","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",18290,4.3,29.57,61510,1.2
"7400","NC","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",3370,5.7,27.73,57670,1.4
"7401","ND","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",400,11.1,26.97,56100,2.1
"7402","OH","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",6960,7.4,27.41,57020,1.2
"7403","OK","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",2120,8.7,24.94,51870,2.3
"7404","OR","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",1800,8.1,36.41,75730,1.6
"7405","PA","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",7310,4.8,27.6,57400,1.2
"7406","RI","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",690,8.8,33.46,69600,2.1
"7407","SC","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",1980,4.6,27.78,57790,1.7
"7408","SD","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",570,5.1,21.84,45430,2.3
"7409","TN","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",6160,4.5,24.04,49990,2
"7410","TX","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",11150,4.3,28.75,59790,1.1
"7411","UT","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",1120,4.4,31.75,66040,1.2
"7412","VT","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",490,15.7,27.28,56750,2.9
"7413","VA","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",3480,7.7,27.09,56350,1.7
"7414","WA","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",4250,6.2,31.62,65760,1.8
"7415","WV","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",830,7.6,25.26,52540,2.1
"7416","WI","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",3840,5.8,26.98,56120,1.3
"7417","WY","2","000000","Cross-industry","21-1022","Healthcare Social Workers","detailed",260,12.1,30.46,63350,5.5
"7418","AL","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",920,8.6,18.2,37850,2.6
"7419","AK","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",240,11.5,27.31,56810,4.5
"7420","AZ","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",3140,5.4,20.51,42650,1.6
"7421","AR","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",950,12.6,19.79,41170,5.3
"7422","CA","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",16920,4.9,35.17,73150,2.4
"7423","CO","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",1690,8.3,23.05,47950,2.2
"7424","CT","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",1620,8.3,31.97,66500,2.7
"7425","DE","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",380,7.5,24.86,51710,6
"7426","DC","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",640,15.7,35.33,73490,4.8
"7427","FL","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",4150,7.8,21.51,44740,4.6
"7428","GA","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",970,18.4,21.46,44640,3.9
"7429","HI","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",550,11.6,26.88,55920,4.6
"7430","ID","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",820,11.3,24.31,50560,4.2
"7431","IL","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",3290,19.6,28.62,59520,10.5
"7432","IN","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",1780,11.3,22.51,46820,4.2
"7433","IA","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",710,14.9,23.85,49610,3.6
"7434","KS","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",930,8.9,21.77,45270,2.5
"7435","KY","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",1190,11.7,22.03,45820,3.9
"7436","LA","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",1140,9.7,20.58,42810,2.4
"7437","ME","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",1270,10.8,27.79,57800,1.5
"7438","MD","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",2520,10.8,26.57,55260,5.2
"7439","MA","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",6920,6.6,23.69,49270,2.1
"7440","MI","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",4190,7.2,24.12,50160,1.2
"7441","MN","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",2510,7.2,30.54,63510,2.1
"7442","MS","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",930,5.1,20.12,41850,2.1
"7443","MO","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",1570,9.9,21.12,43930,2.5
"7444","MT","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",300,7.9,18.66,38820,4.3
"7445","NE","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",960,8.6,17.17,35710,4
"7446","NV","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",670,15.5,29.14,60620,3.8
"7447","NH","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",440,15.3,30.14,62700,5.1
"7448","NJ","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",1610,16.1,43.79,91070,7.4
"7449","NM","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",450,10.4,24.72,51420,3.4
"7450","NY","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",11020,3.4,31.13,64750,2.1
"7451","NC","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",2250,15.2,27.18,56530,2.6
"7452","ND","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",220,14,24.85,51700,2.6
"7453","OH","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",7090,6.1,23,47830,1.7
"7454","OK","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",1230,9.3,20.64,42920,3.7
"7455","OR","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",1710,6.5,23.9,49700,2.6
"7456","PA","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",7920,8.2,18.99,39510,1.5
"7457","RI","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",480,24,31.46,65430,3.5
"7458","SC","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",800,6.1,18.74,38970,2.2
"7459","SD","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",320,26.8,19.84,41260,2.7
"7460","TN","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",1220,12.1,20.71,43070,2.4
"7461","TX","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",5150,8.4,21.72,45180,1.6
"7462","UT","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",630,10.3,24.38,50700,4.9
"7463","VT","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",590,9.2,23.08,48000,2.9
"7464","VA","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",4310,11.4,25.22,52450,2.7
"7465","WA","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",2660,9.2,26.86,55880,2.9
"7466","WV","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",110,31.9,20.38,42400,8
"7467","WI","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",2440,7.6,24.27,50490,2.1
"7468","WY","2","000000","Cross-industry","21-1023","Mental Health and Substance Abuse Social Workers","detailed",270,17.1,23.87,49650,3.4
"7469","AL","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",430,8.7,29.99,62390,3.6
"7470","AK","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",160,6.8,35.82,74510,4.4
"7471","AZ","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",1080,3.8,30.11,62630,4
"7472","AR","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",580,1.2,24.32,50590,4.1
"7473","CA","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",13940,6,35.39,73620,1.8
"7474","CO","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",1530,7.7,27.82,57870,2
"7475","CT","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",930,24.6,30.8,64060,8.8
"7476","FL","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",4370,3.7,25.37,52770,2
"7477","GA","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",1140,14.6,36.26,75410,4.2
"7478","HI","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",190,2.1,41.22,85740,3.4
"7479","ID","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",140,20.6,31.56,65650,10.2
"7480","IL","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",1510,19.3,35.38,73580,6.5
"7481","IN","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",410,3.8,32.53,67650,1.9
"7482","IA","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",530,8.3,29.39,61140,4
"7483","KS","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",290,3.9,34.04,70800,1.7
"7484","KY","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",560,3.6,29.09,60510,2.5
"7485","LA","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",1050,10.4,29.94,62270,3.3
"7486","ME","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",550,8.1,27.18,56540,2.4
"7487","MD","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",1530,4.5,32.39,67360,2.3
"7488","MA","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",370,2.4,40.64,84540,1.8
"7489","MI","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",1460,7.4,27.78,57790,1.4
"7490","MN","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",1390,6,30.73,63910,2.3
"7491","MS","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",390,2.2,26.96,56080,3
"7492","MO","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",800,10.4,31.72,65980,3
"7493","MT","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",610,2.9,21.53,44790,1.7
"7494","NE","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",210,8.2,30.09,62580,3.8
"7495","NV","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",350,19.1,39.62,82410,2.3
"7496","NH","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",130,29.6,34.52,71790,3.8
"7497","NJ","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",550,5.9,34.46,71680,2
"7498","NY","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",4000,3.2,34.72,72210,1.5
"7499","NC","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",1070,1.5,29.14,60620,2
"7500","ND","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",140,12.6,32.8,68220,3.4
"7501","OH","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",2860,4.2,26.88,55910,2.2
"7502","OK","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",420,2.9,31.14,64770,4.3
"7503","OR","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",2100,5.7,26.52,55160,1.9
"7504","PA","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",1590,6,30.02,62450,2.4
"7505","RI","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",120,12.2,38.33,79720,3.4
"7506","SC","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",1450,0.1,24.26,50470,1.4
"7507","SD","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",100,0,36.25,75390,1.7
"7508","TN","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",1560,5.8,26.54,55210,1.9
"7509","TX","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",2850,7.4,30.56,63570,4
"7510","UT","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",480,2.1,25.33,52680,3
"7511","VT","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",110,5.7,31.32,65140,5.6
"7512","VA","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",680,6,37.05,77060,2
"7513","WA","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",830,8.8,36.75,76440,3.2
"7514","WV","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",380,13,31.27,65050,2
"7515","WI","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",1580,4.3,27.79,57800,2.8
"7516","WY","2","000000","Cross-industry","21-1029","Social Workers, All Other","detailed",160,2,29.37,61080,3.6
"7517","AL","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",480,13.1,24.78,51550,3.6
"7518","AK","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",190,10.6,33.49,69660,3
"7519","AZ","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",1690,11.5,23.43,48730,2.5
"7520","AR","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",210,17.4,23.81,49530,2.9
"7521","CA","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",6600,4,33.77,70230,1.8
"7522","CO","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",830,13.7,29.46,61270,2.4
"7523","CT","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",560,13.4,33.44,69560,3.1
"7524","DE","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",210,14.1,33.06,68770,2.7
"7525","DC","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",560,2.2,46.82,97390,3.2
"7526","FL","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",3230,4.9,28.26,58770,3.1
"7527","GA","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",2280,3.5,44.99,93580,7.3
"7528","HI","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",310,12.9,29.42,61200,3.9
"7529","ID","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",390,11.1,30.2,62820,3.1
"7530","IL","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",1900,16.8,28.94,60190,1.5
"7531","IN","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",1600,5.5,29.92,62230,2
"7532","IA","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",520,8.8,27.49,57180,3
"7533","KS","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",410,12.4,26.39,54900,7.7
"7534","KY","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",650,8.8,27.83,57880,2.6
"7535","LA","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",620,6.8,30.53,63500,4.1
"7536","ME","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",490,14.1,24.16,50250,3.2
"7537","MD","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",2200,15.4,39.46,82080,3.2
"7538","MA","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",2180,7.9,31.66,65840,3.5
"7539","MI","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",1630,6.7,25.02,52050,2.5
"7540","MN","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",2080,12.9,29.14,60610,2.4
"7541","MS","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",520,16.4,19.61,40790,2.9
"7542","MO","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",1090,5.8,23.58,49050,2.3
"7543","MT","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",290,9.7,23.66,49220,2.8
"7544","NE","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",450,15.6,25.09,52190,2.4
"7545","NV","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",340,18.3,27.72,57650,4.2
"7546","NH","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",250,12.2,30.34,63100,5.2
"7547","NJ","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",450,12.7,30.56,63560,1.5
"7548","NM","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",880,8.5,26.04,54160,3.8
"7549","NY","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",4190,5.4,27.8,57830,1.4
"7550","NC","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",1010,7.2,28.05,58340,2.4
"7551","ND","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",90,21.7,28.95,60210,3.1
"7552","OH","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",2420,7.8,25.55,53140,2
"7553","OK","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",900,9.3,28.95,60220,2.5
"7554","OR","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",690,9.7,31.96,66480,2
"7555","PA","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",2770,19.6,30.1,62620,3.7
"7556","RI","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",150,7.8,36.89,76730,3.7
"7557","SC","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",560,6.9,28.67,59630,2.2
"7558","SD","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",160,3.1,24.26,50460,1.9
"7559","TN","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",980,13.6,25.9,53870,8.7
"7560","TX","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",3420,7.8,26.18,54460,2.6
"7561","UT","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",370,11,25.2,52410,2.9
"7562","VT","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",300,5.7,31.71,65960,6.6
"7563","VA","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",1260,15.1,28.89,60090,2.1
"7564","WA","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",1460,4.8,31.18,64860,1.8
"7565","WV","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",390,11.1,23.85,49600,4.3
"7566","WI","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",590,9.3,28.51,59290,1.6
"7567","WY","2","000000","Cross-industry","21-1091","Health Education Specialists","detailed",120,10.3,26.29,54690,1.5
"7568","AL","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",930,1.3,23.46,48790,1
"7569","AZ","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",2540,9.1,26.27,54640,4.1
"7570","AR","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",940,1.4,19.37,40290,0.9
"7571","CA","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",14140,3.2,46.07,95820,1.9
"7572","CO","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",2090,0.1,31.05,64580,0.8
"7573","FL","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",4590,1.5,19.36,40260,0.9
"7574","GA","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",2670,3.4,21.16,44020,0.7
"7575","ID","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",640,6.4,21.79,45320,1.4
"7576","IL","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",2730,5.4,30.78,64020,1.7
"7577","IN","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",1640,2.2,23.16,48170,1.4
"7578","IA","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",660,3.3,33.65,69990,1.6
"7579","KS","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",590,3.4,21.79,45310,1.2
"7580","KY","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",1160,22.1,21.33,44360,2.7
"7581","LA","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",1050,1.2,25.03,52070,1.7
"7582","ME","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",280,4.6,24.63,51220,2.1
"7583","MD","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",1680,4,29.48,61310,1.2
"7584","MA","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",1150,0.1,41.06,85400,2.6
"7585","MI","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",2140,2.2,31.73,65990,1.3
"7586","MN","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",1910,7.7,33.69,70070,1.3
"7587","MS","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",470,3.2,18.76,39030,1
"7588","MO","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",2350,1.6,18.61,38710,1.4
"7589","MT","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",330,2.7,22.2,46190,1.3
"7590","NV","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",920,0.5,31.13,64750,1.7
"7591","NH","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",210,4.9,31.34,65180,1.8
"7592","NJ","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",2960,0.8,36.52,75960,0.9
"7593","NM","2","000000","Cross-industry","21-1092","Probation Officers and Correctional Treatment Specialists","detailed",660,5,23.26,48370,2
